student_id,class_level,department,strength_level,term1_avg,term2_avg,term3_avg,session_avg,consistency_score,performance_trend,t1_Mathematics,t1_English_Language,t1_Basic_Science,t1_Social_Studies,t1_Civic_Education,t1_Physical_Education,t1_Cultural_and_Creative_Arts,t1_Computer_Studies,t1_Business_Studies,t1_Agricultural_Science,t1_Home_Economics,t1_French,t2_Mathematics,t2_English_Language,t2_Basic_Science,t2_Social_Studies,t2_Civic_Education,t2_Physical_Education,t2_Cultural_and_Creative_Arts,t2_Computer_Studies,t2_Business_Studies,t2_Agricultural_Science,t2_Home_Economics,t2_French,t3_Mathematics,t3_English_Language,t3_Basic_Science,t3_Social_Studies,t3_Civic_Education,t3_Physical_Education,t3_Cultural_and_Creative_Arts,t3_Computer_Studies,t3_Business_Studies,t3_Agricultural_Science,t3_Home_Economics,t3_French,science_aptitude_score,arts_aptitude_score,commercial_aptitude_score,best_subject,best_subject_score,weak_subject,weak_subject_score,grade_A_count,grade_B_count,grade_C_count,grade_D_count,grade_E_count,grade_F_count,career_path,t1_Physics,t1_Chemistry,t1_Biology,t1_Further_Mathematics,t1_Computer_Science,t1_Geography,t2_Physics,t2_Chemistry,t2_Biology,t2_Further_Mathematics,t2_Computer_Science,t2_Geography,t3_Physics,t3_Chemistry,t3_Biology,t3_Further_Mathematics,t3_Computer_Science,t3_Geography,t1_Literature_in_English,t1_Government,t1_CRS_IRK,t1_History,t1_Economics,t1_Yoruba_Hausa_Igbo,t2_Literature_in_English,t2_Government,t2_CRS_IRK,t2_History,t2_Economics,t2_Yoruba_Hausa_Igbo,t3_Literature_in_English,t3_Government,t3_CRS_IRK,t3_History,t3_Economics,t3_Yoruba_Hausa_Igbo,t1_Accounting,t1_Commerce,t1_Office_Practice,t1_Insurance,t2_Accounting,t2_Commerce,t2_Office_Practice,t2_Insurance,t3_Accounting,t3_Commerce,t3_Office_Practice,t3_Insurance
168,JSS2,N_A,high,70.64,74.48,78.08,74.4,93.92,Improving,70.2,90.4,70.3,89.6,80.0,72.3,60.8,43.9,68.3,60.4,83.5,58.0,80.7,86.6,74.1,75.6,84.9,69.5,69.5,71.9,73.2,69.6,65.8,72.4,82.1,97.9,70.7,92.0,80.6,63.9,67.8,68.5,77.8,74.8,79.2,81.7,73.77,85.9,79.95,English_Language,97.9,Physical_Education,63.9,7,4,1,0,0,0,Education & Humanities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,JSS2,N_A,low,53.32,50.73,54.8,52.95,96.64,Stable,45.0,71.8,35.3,71.4,59.6,50.1,69.5,49.1,66.2,45.1,43.7,33.1,63.2,72.4,36.6,64.8,30.4,62.1,69.2,40.5,48.0,43.0,56.0,22.6,50.1,59.8,62.9,61.5,60.8,38.6,62.7,40.3,67.5,49.2,44.3,59.9,51.1,61.33,58.8,Business_Studies,67.5,Physical_Education,38.6,0,1,7,1,2,1,Mass Communication & Media,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,JSS2,N_A,average,63.98,60.52,64.93,63.14,96.21,Stable,56.8,53.3,97.1,75.3,45.8,51.9,72.0,51.0,52.5,81.9,60.3,69.9,54.4,54.3,65.7,66.8,53.0,62.5,69.5,61.3,55.1,79.8,49.6,54.2,53.8,68.8,82.0,66.8,72.2,55.9,71.5,43.8,58.0,97.8,61.5,47.1,59.87,69.03,55.9,Agricultural_Science,97.8,Computer_Studies,43.8,2,4,4,1,1,0,Agriculture & Environmental Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,JSS2,N_A,low,49.73,53.12,48.39,50.41,96.02,Stable,40.9,51.5,37.2,47.7,49.7,61.0,61.4,53.9,55.2,48.8,56.1,33.4,55.5,58.4,56.6,44.9,45.2,60.3,50.4,47.9,55.5,44.0,64.4,54.3,47.4,68.7,37.3,44.5,39.7,41.6,75.9,42.4,41.2,50.7,55.6,35.7,42.37,63.03,44.3,Cultural_and_Creative_Arts,75.9,French,35.7,1,1,2,1,4,3,Creative Arts & Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,JSS2,N_A,high,70.87,77.38,76.18,74.81,94.34,Improving,73.5,69.8,70.8,52.3,73.2,65.6,81.3,75.5,66.9,68.2,94.7,58.6,66.2,73.8,85.4,75.5,67.1,58.6,95.7,82.5,80.7,76.9,93.3,72.8,77.1,94.0,71.2,52.8,86.3,72.2,100.0,89.4,45.4,74.7,78.5,72.6,79.23,82.27,61.25,Cultural_and_Creative_Arts,100.0,Business_Studies,45.4,6,4,1,1,0,0,Creative Arts & Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,JSS2,N_A,low,51.54,47.82,50.23,49.86,96.92,Stable,41.0,72.4,53.8,63.5,52.5,46.3,61.1,40.3,46.0,30.7,56.4,54.5,42.1,37.2,38.0,70.1,40.8,50.9,67.6,41.2,49.6,44.4,52.9,39.0,55.6,80.8,35.9,58.1,41.5,38.3,40.1,50.5,45.1,61.2,51.4,44.2,47.33,59.67,50.35,English_Language,80.8,Basic_Science,35.9,1,0,5,1,3,2,Mass Communication & Media,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,JSS2,N_A,average,69.24,70.63,76.38,72.08,93.82,Improving,64.3,86.7,76.9,62.7,71.6,83.7,63.7,56.6,60.7,67.6,68.7,67.7,82.2,83.9,69.8,89.8,62.1,56.9,91.7,49.5,50.0,68.3,68.5,74.9,100.0,98.4,81.1,53.8,61.2,58.9,71.8,83.5,82.1,73.3,97.8,54.7,88.2,74.67,91.05,Mathematics,100.0,Social_Studies,53.8,6,2,4,0,0,0,Medicine & Health Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,JSS2,N_A,high,75.15,76.46,68.72,73.44,93.24,Declining,61.9,86.8,89.2,84.2,94.4,77.9,74.7,69.7,59.7,67.0,62.9,73.4,69.9,81.7,72.6,66.7,94.9,81.8,63.5,75.2,68.5,83.9,70.2,88.6,62.7,71.8,65.3,80.9,78.3,74.5,62.3,68.1,76.6,54.4,60.8,68.9,65.37,71.67,69.65,Social_Studies,80.9,Agricultural_Science,54.4,3,5,4,0,0,0,Education & Humanities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,JSS2,N_A,high,77.6,75.72,76.69,76.67,98.46,Stable,67.3,97.3,73.7,92.9,95.8,66.7,69.6,52.2,89.2,80.3,77.2,69.0,64.1,85.3,92.5,66.6,85.0,75.6,83.1,61.2,73.1,69.9,71.5,80.7,63.3,85.9,79.6,84.6,100.0,82.4,75.7,71.3,67.1,63.1,73.7,73.6,71.4,82.07,65.2,Civic_Education,100.0,Agricultural_Science,63.1,6,4,2,0,0,0,Law & Social Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,JSS2,N_A,high,80.45,78.12,81.11,79.89,97.43,Stable,100.0,91.0,87.9,65.6,73.1,80.1,76.3,100.0,75.9,72.6,61.9,81.0,100.0,74.8,80.0,80.7,74.0,75.9,82.6,96.0,77.9,55.9,71.2,68.4,100.0,80.9,100.0,79.6,71.5,76.4,75.2,77.4,74.2,78.8,89.4,69.9,92.47,78.57,87.1,Mathematics,100.0,French,69.9,9,3,0,0,0,0,Engineering & Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,JSS2,N_A,low,53.32,53.87,52.48,53.22,98.86,Stable,75.8,58.8,35.3,81.1,27.3,44.7,49.3,60.4,50.2,53.2,47.1,56.7,63.7,47.9,59.7,73.4,53.5,46.0,28.5,69.9,65.1,45.8,46.3,46.6,75.1,33.6,39.4,64.1,43.6,67.2,67.8,52.6,45.7,49.4,43.6,47.6,55.7,55.17,60.4,Mathematics,75.1,English_Language,33.6,1,2,2,3,2,2,Business & Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,JSS2,N_A,low,50.97,53.48,47.79,50.75,95.34,Stable,61.9,41.3,48.7,58.4,50.0,46.9,41.0,48.0,66.0,51.9,41.9,55.6,66.6,56.7,64.8,69.9,46.9,38.6,57.8,40.2,70.4,48.4,35.3,46.2,61.6,44.9,38.6,57.7,64.3,47.9,39.6,36.8,50.4,38.2,43.8,49.7,45.67,47.4,56.0,Civic_Education,64.3,Computer_Studies,36.8,0,0,4,2,2,4,Entrepreneurship & Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,JSS2,N_A,average,76.57,75.85,74.19,75.54,98.01,Stable,94.1,71.1,77.7,80.0,79.2,53.0,78.6,78.3,61.0,76.7,98.7,70.4,91.1,90.3,100.0,70.3,56.4,84.6,66.2,58.7,65.9,68.3,83.5,74.9,100.0,87.4,87.3,81.0,59.7,73.5,99.8,42.3,59.5,54.9,63.1,81.8,76.53,89.4,79.75,Mathematics,100.0,Computer_Studies,42.3,6,1,4,0,1,0,Medicine & Health Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,JSS2,N_A,low,44.48,50.99,49.96,48.48,94.29,Improving,47.5,58.9,36.3,66.7,68.2,14.8,51.3,33.4,32.8,41.1,36.8,46.0,45.6,61.2,61.4,58.3,61.6,40.5,33.4,40.0,55.7,59.7,45.4,49.1,49.5,68.4,54.7,64.6,75.0,39.7,41.3,34.8,57.5,47.9,30.2,35.9,46.33,58.1,53.5,Civic_Education,75.0,Home_Economics,30.2,1,1,3,2,1,4,Education & Humanities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,JSS2,N_A,average,71.39,69.03,64.51,68.31,94.29,Declining,90.2,73.9,83.3,71.4,59.5,62.7,77.2,81.6,71.1,69.0,60.7,56.1,85.2,34.8,82.4,77.9,55.7,81.6,62.7,67.7,65.4,82.9,61.4,70.6,87.1,69.9,58.5,63.2,49.6,66.1,46.5,98.5,60.5,59.6,64.8,49.8,81.37,59.87,73.8,Computer_Studies,98.5,Cultural_and_Creative_Arts,46.5,2,2,5,3,0,0,Engineering & Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,JSS2,N_A,average,63.4,57.37,63.38,61.38,94.32,Stable,52.1,60.9,68.2,46.4,58.6,65.1,84.0,71.9,68.8,47.8,78.4,58.6,55.0,86.4,51.5,50.9,52.9,43.4,51.5,58.0,56.7,46.6,73.9,61.6,63.2,72.1,66.6,58.7,60.7,72.5,56.9,63.9,57.6,74.0,61.2,53.1,64.57,62.57,60.4,Agricultural_Science,74.0,French,53.1,0,4,8,0,0,0,Creative Arts & Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,JSS2,N_A,high,67.52,70.98,71.91,70.14,96.22,Improving,66.1,66.4,64.0,61.2,48.6,69.2,86.0,77.3,66.9,63.6,71.9,69.0,62.4,74.2,86.8,73.0,56.2,75.6,77.2,73.5,69.2,66.3,67.0,70.4,56.6,97.8,70.2,64.5,57.7,67.9,79.2,64.2,63.8,78.4,83.3,79.3,63.67,80.5,60.2,English_Language,97.8,Mathematics,56.6,5,2,5,0,0,0,Creative Arts & Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,JSS2,N_A,high,78.58,77.02,82.47,79.36,95.42,Stable,78.8,76.9,78.9,80.4,63.2,72.6,71.4,94.0,78.3,78.2,93.0,77.2,100.0,67.1,98.0,61.6,68.9,75.4,87.2,100.0,68.3,63.7,64.3,69.7,79.7,91.5,97.9,79.3,76.0,91.9,83.3,88.8,67.5,88.6,73.0,72.1,88.8,84.7,73.6,Basic_Science,97.9,Business_Studies,67.5,9,3,0,0,0,0,Computer Science & IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,JSS2,N_A,average,71.71,67.82,70.13,69.89,96.81,Stable,84.1,58.7,70.9,91.1,85.1,68.5,60.7,61.2,66.9,76.2,84.6,52.5,91.5,56.6,64.7,72.5,74.1,33.6,76.5,49.6,95.2,75.0,65.3,59.2,80.1,67.4,65.2,78.3,68.9,74.0,54.3,40.9,93.2,66.4,68.6,84.3,62.07,66.67,86.65,Business_Studies,93.2,Computer_Studies,40.9,4,6,1,0,1,0,Business & Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,JSS2,N_A,average,65.64,66.78,71.58,68.0,94.85,Improving,67.5,88.1,62.1,93.3,56.8,52.0,66.9,49.2,64.3,64.4,57.2,65.9,62.0,77.1,56.8,88.8,69.9,75.0,63.0,55.0,69.9,55.7,59.4,68.8,75.3,90.9,60.7,93.8,91.3,72.7,53.9,62.3,52.2,86.6,54.3,65.0,66.1,79.53,63.75,Social_Studies,93.8,Business_Studies,52.2,5,2,5,0,0,0,Law & Social Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,JSS2,N_A,high,76.98,71.54,75.91,74.81,95.29,Stable,69.3,100.0,75.6,82.5,87.8,51.5,84.7,47.3,79.8,73.7,93.0,78.6,54.4,97.5,65.2,82.4,50.3,75.7,54.0,78.4,54.2,85.7,100.0,60.7,77.1,93.4,69.3,59.1,69.9,81.3,91.6,65.9,65.2,80.5,100.0,57.6,70.77,81.37,71.15,Home_Economics,100.0,French,57.6,6,4,2,0,0,0,Creative Arts & Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,JSS2,N_A,average,61.89,64.2,57.49,61.19,94.43,Declining,42.4,52.7,67.0,50.5,77.6,71.5,76.9,59.7,70.0,52.3,71.6,50.5,45.5,69.8,65.7,58.8,66.9,63.8,72.1,53.4,68.9,67.5,71.4,66.6,57.0,73.2,60.6,53.4,40.0,59.8,75.9,39.4,68.2,50.3,73.9,38.2,52.33,67.5,62.6,Cultural_and_Creative_Arts,75.9,French,38.2,1,3,5,0,1,2,Creative Arts & Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,JSS2,N_A,average,67.86,72.63,73.82,71.44,94.85,Improving,83.3,88.7,92.9,56.0,62.2,47.9,59.9,77.8,60.9,52.6,66.7,65.4,100.0,95.0,80.4,78.4,51.3,60.0,74.9,65.2,74.5,66.8,73.4,51.7,100.0,55.0,93.7,61.4,87.0,60.1,56.0,72.0,87.3,88.3,58.7,66.3,88.57,57.47,93.65,Mathematics,100.0,English_Language,55.0,5,2,5,0,0,0,Medicine & Health Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,JSS2,N_A,high,75.93,81.86,81.03,79.61,94.76,Improving,100.0,73.6,98.9,63.1,66.1,71.4,62.3,83.3,85.5,74.7,62.5,69.8,90.8,68.2,97.3,83.7,64.0,73.4,75.6,90.0,90.2,89.4,92.5,67.2,95.7,75.1,78.4,72.3,79.0,81.1,73.5,100.0,75.0,92.2,71.1,79.0,91.37,73.63,85.35,Computer_Studies,100.0,Home_Economics,71.1,9,3,0,0,0,0,Computer Science & IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,JSS2,N_A,average,77.47,67.79,72.55,72.6,92.1,Declining,92.8,86.7,97.3,75.3,88.5,76.2,55.0,86.8,70.1,59.3,63.6,78.0,75.3,95.9,86.7,68.2,46.0,67.2,60.3,61.7,55.4,52.6,69.4,74.8,85.5,75.3,76.6,58.2,76.6,83.0,68.5,62.9,65.1,83.5,73.4,62.0,75.0,67.33,75.3,Mathematics,85.5,Social_Studies,58.2,6,3,3,0,0,0,Medicine & Health Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,JSS2,N_A,average,64.71,55.52,66.12,62.12,90.6,Stable,67.0,48.6,69.3,82.8,57.5,50.4,65.1,50.7,91.0,43.0,89.3,61.8,54.8,42.8,60.2,61.3,44.9,65.8,48.7,35.9,55.2,69.0,73.9,53.7,72.1,71.1,64.5,70.8,48.7,73.1,57.6,62.6,96.4,73.5,56.2,46.8,66.4,66.5,84.25,Business_Studies,96.4,French,46.8,1,5,4,2,0,0,Entrepreneurship & Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,JSS2,N_A,high,79.52,74.03,77.24,76.93,95.5,Stable,74.0,100.0,74.3,88.0,100.0,70.8,67.2,73.2,73.7,80.8,84.8,67.4,77.6,100.0,63.0,74.4,83.1,87.6,85.2,66.4,55.1,59.3,65.3,71.4,70.4,88.7,75.3,100.0,100.0,84.4,68.5,68.7,72.2,70.8,55.4,72.5,71.47,85.73,71.3,Social_Studies,100.0,Home_Economics,55.4,5,6,1,0,0,0,Law & Social Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,JSS2,N_A,average,65.23,65.64,62.23,64.37,96.96,Stable,83.1,49.4,70.3,79.4,65.0,50.4,66.0,81.6,64.6,60.8,63.8,48.4,100.0,71.3,49.5,78.6,76.1,55.8,67.9,54.1,73.8,62.4,44.7,53.5,66.8,62.8,50.7,68.7,50.8,58.5,46.7,55.8,88.1,67.4,70.8,59.7,57.77,59.4,77.45,Business_Studies,88.1,Cultural_and_Creative_Arts,46.7,1,4,6,1,0,0,Business & Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,JSS2,N_A,high,80.98,78.7,79.02,79.57,97.98,Stable,98.1,57.8,90.4,72.1,76.3,92.4,66.1,96.7,79.2,74.4,75.4,92.9,92.7,65.2,99.5,85.0,86.0,72.3,64.8,91.9,85.8,76.0,58.3,66.9,73.1,65.0,100.0,70.8,63.0,86.2,75.7,82.7,85.5,83.3,90.3,72.6,85.27,70.5,79.3,Basic_Science,100.0,Civic_Education,63.0,7,4,1,0,0,0,Engineering & Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,JSS2,N_A,high,75.75,75.95,74.88,75.53,99.07,Stable,53.6,95.3,78.8,87.8,65.8,71.7,93.8,72.6,77.9,79.3,60.7,71.7,77.0,89.3,80.3,85.8,74.3,75.7,82.8,68.6,75.4,69.5,61.1,71.6,82.8,85.5,65.1,66.8,95.2,85.4,77.9,67.9,82.7,61.4,65.2,62.6,71.93,76.73,82.75,Civic_Education,95.2,Agricultural_Science,61.4,6,4,2,0,0,0,Mass Communication & Media,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
